f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,-0.0,0.06458,-0.026148,-0.024886,0.140052,-0.104658,-0.041196,0.208476,-0.132052,-0.058069,0.259429,-0.117313,-0.07542,0.115769,-0.218545,-0.050881,0.115162,-0.341415,-0.084135,0.110794,-0.420296,-0.10525,0.108533,-0.48437,-0.121491,0.061495,-0.227293,-0.057829,0.059125,-0.246446,-0.111964,0.051428,-0.154548,-0.12593,0.047018,-0.081986,-0.126165,0.010056,-0.213117,-0.066228,0.010539,-0.20325,-0.117522,0.016098,-0.110574,-0.114027,0.019918,-0.044552,-0.100589,-0.035689,-0.191685,-0.076724,-0.03044,-0.179506,-0.114365,-0.022982,-0.108611,-0.112918,-0.013225,-0.059806,-0.104131,L
0.0,0.0,-0.0,0.065499,-0.028097,-0.02481,0.140381,-0.107646,-0.041618,0.208713,-0.135814,-0.058781,0.260197,-0.125426,-0.076497,0.117071,-0.220446,-0.05426,0.119053,-0.341603,-0.088445,0.11781,-0.42154,-0.109798,0.118186,-0.486903,-0.12631,0.061962,-0.229087,-0.061853,0.060051,-0.247606,-0.117221,0.052671,-0.153809,-0.131024,0.047656,-0.079618,-0.131001,0.009541,-0.213585,-0.07065,0.010973,-0.205042,-0.122927,0.017017,-0.111685,-0.118629,0.020332,-0.04519,-0.104586,-0.037376,-0.190748,-0.081447,-0.031376,-0.179328,-0.120348,-0.023349,-0.10846,-0.118492,-0.013806,-0.059709,-0.109137,L
0.0,0.0,-0.0,0.065245,-0.027128,-0.02525,0.141092,-0.106987,-0.041452,0.210285,-0.135166,-0.057871,0.261976,-0.127618,-0.074568,0.117981,-0.220303,-0.051721,0.119898,-0.341027,-0.084918,0.118389,-0.420697,-0.105805,0.118583,-0.485409,-0.12176,0.063745,-0.23095,-0.058185,0.062227,-0.245057,-0.111979,0.055353,-0.153415,-0.125682,0.050294,-0.081315,-0.12573,0.012013,-0.217038,-0.066095,0.012933,-0.202949,-0.116752,0.018996,-0.11105,-0.113127,0.022076,-0.046092,-0.099649,-0.034124,-0.195383,-0.076153,-0.027424,-0.180388,-0.11377,-0.02028,-0.11027,-0.112382,-0.011712,-0.061924,-0.103345,L
0.0,0.0,-0.0,0.067127,-0.027204,-0.023658,0.142842,-0.107744,-0.038564,0.209924,-0.137059,-0.053952,0.260514,-0.128147,-0.069862,0.118352,-0.221331,-0.049973,0.11777,-0.341813,-0.082066,0.114515,-0.421317,-0.102515,0.113224,-0.486432,-0.118335,0.063586,-0.229,-0.057166,0.060047,-0.246504,-0.10875,0.054155,-0.156046,-0.122436,0.050773,-0.084876,-0.123373,0.011655,-0.213006,-0.065626,0.011099,-0.204508,-0.114914,0.018276,-0.113821,-0.112001,0.022901,-0.049488,-0.099707,-0.034388,-0.190281,-0.076014,-0.029436,-0.181522,-0.112427,-0.021836,-0.113084,-0.110798,-0.012453,-0.065393,-0.102223,L
0.0,0.0,-0.0,-0.072746,-0.033226,-0.018592,-0.136991,-0.099841,-0.032845,-0.186417,-0.131439,-0.05017,-0.233221,-0.124546,-0.070048,-0.079669,-0.219732,-0.020763,-0.094607,-0.32619,-0.041385,-0.098958,-0.39075,-0.054907,-0.099987,-0.444656,-0.065991,-0.03941,-0.229601,-0.025768,-0.079216,-0.243108,-0.067621,-0.073817,-0.162522,-0.079061,-0.062719,-0.097062,-0.07661,-0.000866,-0.226485,-0.032853,-0.045634,-0.218929,-0.067204,-0.041688,-0.13899,-0.063813,-0.031576,-0.07858,-0.052376,0.037214,-0.21275,-0.042696,-0.003745,-0.211719,-0.066853,-0.0121,-0.152819,-0.064533,-0.007422,-0.106073,-0.056066,L
0.0,0.0,-0.0,-0.071175,-0.033497,-0.018987,-0.134413,-0.10095,-0.033255,-0.182823,-0.134143,-0.050724,-0.229784,-0.127357,-0.070801,-0.07838,-0.218786,-0.021362,-0.093112,-0.327789,-0.042815,-0.097602,-0.393778,-0.056436,-0.098815,-0.44922,-0.067467,-0.038059,-0.228364,-0.02641,-0.078509,-0.243967,-0.06968,-0.07355,-0.162878,-0.081297,-0.063079,-0.096981,-0.078616,0.000794,-0.225847,-0.033657,-0.044818,-0.219269,-0.069466,-0.040913,-0.139316,-0.066269,-0.03122,-0.078224,-0.054487,0.039396,-0.213054,-0.043694,-0.002068,-0.212484,-0.068667,-0.010269,-0.153735,-0.066695,-0.005824,-0.106375,-0.058289,L
0.0,0.0,-0.0,-0.071856,-0.033204,-0.018861,-0.135446,-0.100657,-0.033173,-0.183924,-0.133917,-0.050615,-0.230641,-0.128014,-0.070608,-0.078644,-0.220355,-0.022151,-0.093525,-0.329199,-0.043962,-0.09794,-0.395357,-0.057837,-0.098706,-0.450898,-0.068966,-0.038734,-0.229868,-0.026887,-0.079729,-0.244725,-0.069682,-0.074535,-0.164113,-0.08125,-0.064062,-0.098759,-0.078743,-0.000329,-0.227174,-0.033734,-0.046621,-0.22009,-0.068694,-0.04228,-0.140218,-0.065679,-0.032248,-0.079305,-0.054328,0.037551,-0.214066,-0.043413,-0.004327,-0.211551,-0.068331,-0.012097,-0.153536,-0.067116,-0.007265,-0.106824,-0.059271,L
0.0,0.0,-0.0,-0.072344,-0.033184,-0.018535,-0.13493,-0.097886,-0.032387,-0.183199,-0.130041,-0.049217,-0.229075,-0.12514,-0.068323,-0.079664,-0.216187,-0.019904,-0.094819,-0.32345,-0.042161,-0.100182,-0.388672,-0.056127,-0.1013,-0.443641,-0.067032,-0.041044,-0.224342,-0.024575,-0.080392,-0.244972,-0.068018,-0.074828,-0.164362,-0.079874,-0.062685,-0.099154,-0.077003,-0.003161,-0.222492,-0.031564,-0.047583,-0.222445,-0.067526,-0.042085,-0.141846,-0.064756,-0.029874,-0.081666,-0.052954,0.034679,-0.211193,-0.041169,-0.006374,-0.214925,-0.06689,-0.012552,-0.156462,-0.06563,-0.005166,-0.11055,-0.057347,L
0.0,0.0,-0.0,-0.070317,-0.031618,-0.017685,-0.132892,-0.096699,-0.030934,-0.180731,-0.129056,-0.047271,-0.226432,-0.124306,-0.065958,-0.078095,-0.214418,-0.019151,-0.093416,-0.320114,-0.040386,-0.098738,-0.384162,-0.053903,-0.099712,-0.438124,-0.064587,-0.039378,-0.222297,-0.023952,-0.078726,-0.240739,-0.065913,-0.072969,-0.161751,-0.077517,-0.060713,-0.097624,-0.074913,-0.001459,-0.219834,-0.030916,-0.045517,-0.21906,-0.065557,-0.040024,-0.140529,-0.062784,-0.02793,-0.081504,-0.051433,0.036233,-0.207753,-0.040397,-0.004453,-0.212642,-0.064948,-0.010608,-0.155099,-0.063246,-0.003194,-0.109494,-0.054967,L
0.0,0.0,-0.0,-0.072405,-0.033076,-0.017681,-0.135089,-0.097984,-0.030819,-0.182733,-0.12992,-0.047055,-0.228204,-0.124813,-0.06554,-0.079717,-0.213006,-0.01785,-0.094672,-0.319222,-0.039333,-0.100638,-0.383629,-0.053017,-0.102549,-0.43727,-0.063708,-0.040849,-0.219763,-0.022666,-0.078173,-0.243529,-0.065256,-0.07292,-0.164478,-0.076905,-0.06057,-0.099768,-0.073989,-0.002663,-0.217231,-0.029828,-0.044162,-0.222677,-0.065622,-0.039533,-0.143593,-0.062922,-0.027756,-0.083979,-0.051072,0.035468,-0.206022,-0.03938,-0.003266,-0.215716,-0.064805,-0.009978,-0.157598,-0.063,-0.002797,-0.111279,-0.054386,L
0.0,0.0,-0.0,-0.072532,-0.033399,-0.018333,-0.134872,-0.099069,-0.031666,-0.181893,-0.131444,-0.048085,-0.226843,-0.125241,-0.066704,-0.078391,-0.211985,-0.016897,-0.093681,-0.318117,-0.037842,-0.100015,-0.382501,-0.050919,-0.102077,-0.43618,-0.061145,-0.039915,-0.218511,-0.0215,-0.076566,-0.244296,-0.063796,-0.072055,-0.165762,-0.075227,-0.059898,-0.100975,-0.071875,-0.00225,-0.216107,-0.028585,-0.043023,-0.221735,-0.064531,-0.039252,-0.143141,-0.062039,-0.027948,-0.084231,-0.049958,0.035245,-0.205017,-0.038059,-0.003035,-0.216083,-0.062731,-0.010114,-0.158041,-0.060375,-0.00301,-0.111966,-0.051382,L
0.0,0.0,-0.0,-0.072484,-0.034396,-0.018173,-0.134759,-0.101337,-0.03153,-0.181625,-0.134521,-0.04799,-0.226902,-0.128561,-0.066714,-0.077281,-0.212478,-0.017762,-0.09164,-0.318557,-0.038782,-0.097455,-0.382815,-0.052173,-0.099041,-0.436073,-0.062676,-0.038711,-0.218837,-0.022415,-0.074517,-0.242917,-0.064385,-0.070739,-0.165538,-0.075639,-0.059361,-0.101764,-0.07263,-0.00088,-0.215496,-0.029463,-0.040434,-0.221033,-0.064895,-0.037769,-0.143565,-0.062065,-0.027397,-0.085016,-0.050184,0.036782,-0.203616,-0.03893,4.5e-05,-0.216243,-0.063248,-0.008319,-0.158854,-0.060608,-0.00225,-0.112765,-0.051668,L
0.0,0.0,-0.0,-0.072359,-0.035156,-0.018306,-0.134651,-0.102134,-0.031559,-0.181717,-0.134735,-0.047722,-0.227061,-0.127918,-0.066147,-0.076858,-0.211782,-0.018247,-0.091249,-0.317303,-0.039179,-0.097195,-0.381819,-0.052467,-0.098836,-0.435105,-0.062978,-0.038617,-0.218053,-0.022787,-0.073565,-0.243466,-0.06482,-0.070134,-0.166608,-0.075989,-0.059113,-0.102458,-0.072938,-0.001033,-0.214557,-0.029697,-0.039384,-0.220796,-0.065253,-0.037108,-0.14383,-0.062445,-0.027204,-0.085284,-0.050573,0.036381,-0.202604,-0.039006,0.001122,-0.216353,-0.063667,-0.007511,-0.15936,-0.061161,-0.002048,-0.113314,-0.052323,L
0.0,0.0,-0.0,-0.071812,-0.0344,-0.018234,-0.133489,-0.101327,-0.031392,-0.180423,-0.134943,-0.047462,-0.225652,-0.130682,-0.065719,-0.07707,-0.210838,-0.018497,-0.090732,-0.317348,-0.040554,-0.095978,-0.381873,-0.054614,-0.096936,-0.435532,-0.06555,-0.038984,-0.215905,-0.023069,-0.073466,-0.243941,-0.066086,-0.070057,-0.165681,-0.077531,-0.059188,-0.101359,-0.074456,-0.001051,-0.211959,-0.030073,-0.039486,-0.221883,-0.066248,-0.037198,-0.143816,-0.062896,-0.027271,-0.084937,-0.050501,0.036962,-0.199882,-0.039498,0.001155,-0.216117,-0.065026,-0.007567,-0.158965,-0.062536,-0.002037,-0.112978,-0.053484,L
0.0,0.0,-0.0,-0.072578,-0.034322,-0.018351,-0.134288,-0.102099,-0.031323,-0.181106,-0.136023,-0.047502,-0.226342,-0.131229,-0.066008,-0.077611,-0.210712,-0.016951,-0.091259,-0.318156,-0.038042,-0.096405,-0.382698,-0.051483,-0.097585,-0.436194,-0.062071,-0.038986,-0.215408,-0.02164,-0.073296,-0.243112,-0.064537,-0.069989,-0.165791,-0.076384,-0.059649,-0.102087,-0.073541,-0.001053,-0.21191,-0.028832,-0.040195,-0.221294,-0.064973,-0.037876,-0.143758,-0.062348,-0.028112,-0.085177,-0.050362,0.036845,-0.200625,-0.038468,0.000501,-0.215728,-0.063802,-0.006894,-0.158931,-0.061716,-0.000477,-0.112979,-0.052964,L
0.0,0.0,-0.0,-0.072732,-0.034933,-0.01784,-0.134175,-0.101705,-0.030489,-0.181139,-0.135106,-0.046227,-0.226134,-0.13145,-0.064293,-0.077443,-0.210856,-0.016924,-0.091096,-0.316624,-0.03793,-0.096231,-0.380996,-0.051453,-0.097304,-0.43452,-0.062138,-0.038939,-0.215926,-0.021492,-0.074002,-0.242613,-0.063587,-0.070732,-0.165515,-0.075395,-0.060228,-0.102067,-0.072885,-0.000925,-0.212124,-0.028441,-0.040562,-0.219578,-0.06375,-0.038408,-0.142528,-0.061265,-0.028669,-0.08436,-0.049762,0.036807,-0.200244,-0.0378,0.000467,-0.21409,-0.062945,-0.007806,-0.15686,-0.061112,-0.002144,-0.110558,-0.052675,L
0.0,0.0,-0.0,-0.072685,-0.035621,-0.018642,-0.134174,-0.103929,-0.032268,-0.181047,-0.137151,-0.048875,-0.226327,-0.131217,-0.06782,-0.075886,-0.211457,-0.018626,-0.089896,-0.317778,-0.039984,-0.095485,-0.38297,-0.053431,-0.09665,-0.436751,-0.064015,-0.03725,-0.216911,-0.02323,-0.071287,-0.24501,-0.065928,-0.068367,-0.167782,-0.077391,-0.05799,-0.102824,-0.07419,0.000574,-0.212932,-0.030217,-0.037909,-0.220692,-0.066164,-0.036063,-0.14304,-0.063299,-0.026598,-0.084135,-0.051131,0.038082,-0.200152,-0.039653,0.002937,-0.214182,-0.064274,-0.005987,-0.157384,-0.061566,-0.000808,-0.111403,-0.052494,L
0.0,0.0,-0.0,-0.073696,-0.035636,-0.017495,-0.135223,-0.102974,-0.030401,-0.181864,-0.136859,-0.046542,-0.226828,-0.131785,-0.065076,-0.077042,-0.208927,-0.01689,-0.09099,-0.315406,-0.037868,-0.096705,-0.381362,-0.051346,-0.098024,-0.434907,-0.06198,-0.038162,-0.21398,-0.021674,-0.071561,-0.24266,-0.063763,-0.068968,-0.166528,-0.075435,-0.058681,-0.101507,-0.072575,-4.2e-05,-0.210261,-0.028778,-0.038168,-0.218439,-0.063744,-0.03697,-0.141917,-0.061059,-0.027788,-0.083161,-0.04934,0.037608,-0.198023,-0.038289,0.002446,-0.210853,-0.062253,-0.006566,-0.154871,-0.059795,-0.001046,-0.10944,-0.051091,L
0.0,0.0,-0.0,-0.072171,-0.036402,-0.018019,-0.133396,-0.104229,-0.031278,-0.180212,-0.137836,-0.047463,-0.225552,-0.134722,-0.065975,-0.075817,-0.211819,-0.019,-0.089894,-0.317184,-0.040678,-0.096053,-0.382015,-0.054447,-0.097695,-0.43566,-0.065268,-0.036807,-0.216659,-0.023633,-0.070632,-0.244114,-0.066128,-0.068101,-0.166685,-0.077555,-0.058103,-0.102285,-0.074663,0.001411,-0.212071,-0.030571,-0.037222,-0.219881,-0.065957,-0.035796,-0.142621,-0.062901,-0.026544,-0.084215,-0.051014,0.039157,-0.198874,-0.039912,0.003656,-0.213285,-0.064906,-0.004795,-0.156919,-0.062669,0.000799,-0.11133,-0.053994,L
0.0,0.0,-0.0,-0.071897,-0.035613,-0.016983,-0.132552,-0.103548,-0.02928,-0.179399,-0.137961,-0.044837,-0.225323,-0.137185,-0.06272,-0.076251,-0.214239,-0.016481,-0.090811,-0.319289,-0.03688,-0.097037,-0.382609,-0.049968,-0.098307,-0.435419,-0.060444,-0.037554,-0.218211,-0.021243,-0.071274,-0.243774,-0.062175,-0.068509,-0.166145,-0.073821,-0.059057,-0.102648,-0.071572,0.000854,-0.212965,-0.028253,-0.038398,-0.221209,-0.062064,-0.037001,-0.143148,-0.059316,-0.028206,-0.084571,-0.04818,0.038996,-0.199507,-0.037671,0.002751,-0.214272,-0.061935,-0.006653,-0.157629,-0.060123,-0.002051,-0.111845,-0.052019,L
0.0,0.0,-0.0,-0.074016,-0.035744,-0.016234,-0.135509,-0.101719,-0.028552,-0.182579,-0.135526,-0.044283,-0.227256,-0.132809,-0.062374,-0.076858,-0.207526,-0.014644,-0.091769,-0.312706,-0.035644,-0.098268,-0.378645,-0.049345,-0.100163,-0.431843,-0.059984,-0.038497,-0.211901,-0.019905,-0.072073,-0.243226,-0.061951,-0.069921,-0.167424,-0.073932,-0.059083,-0.102784,-0.071062,-0.00069,-0.208096,-0.027449,-0.039201,-0.217914,-0.062607,-0.037987,-0.141741,-0.060217,-0.028073,-0.084233,-0.048475,0.036614,-0.196153,-0.037157,0.001065,-0.211275,-0.061069,-0.007115,-0.15548,-0.058185,-0.000493,-0.110832,-0.049034,L
0.0,0.0,-0.0,-0.072558,-0.03615,-0.017434,-0.133965,-0.102943,-0.030488,-0.181579,-0.136973,-0.046681,-0.226803,-0.134251,-0.065171,-0.076752,-0.208977,-0.016703,-0.090959,-0.314445,-0.037657,-0.096786,-0.379445,-0.05116,-0.098,-0.43245,-0.061773,-0.038394,-0.213623,-0.021566,-0.070639,-0.242431,-0.063295,-0.068274,-0.166636,-0.074999,-0.058237,-0.102906,-0.072328,-0.000336,-0.20898,-0.028735,-0.037551,-0.218641,-0.063512,-0.036111,-0.142581,-0.060747,-0.026781,-0.085164,-0.049107,0.037474,-0.195821,-0.03821,0.002796,-0.212628,-0.061974,-0.005647,-0.157293,-0.058935,0.000129,-0.112585,-0.04986,L
0.0,0.0,-0.0,-0.07119,-0.036561,-0.016897,-0.131879,-0.102339,-0.029767,-0.179369,-0.135761,-0.045632,-0.224639,-0.13526,-0.063898,-0.075856,-0.209991,-0.017831,-0.089372,-0.314509,-0.038641,-0.095452,-0.37859,-0.052087,-0.096859,-0.430773,-0.062721,-0.037346,-0.214837,-0.022534,-0.069694,-0.241596,-0.063428,-0.067359,-0.165873,-0.074925,-0.057736,-0.10226,-0.072635,0.001012,-0.209573,-0.029367,-0.036112,-0.216786,-0.063013,-0.034773,-0.140821,-0.060337,-0.02595,-0.083132,-0.049413,0.03883,-0.195677,-0.038489,0.003592,-0.208654,-0.062239,-0.005351,-0.152741,-0.059988,-0.000302,-0.107641,-0.051712,L
0.0,0.0,-0.0,-0.07249,-0.035197,-0.016656,-0.133521,-0.102037,-0.029383,-0.181109,-0.136808,-0.045155,-0.225913,-0.137127,-0.063276,-0.075993,-0.209591,-0.017243,-0.090309,-0.315368,-0.038556,-0.096249,-0.380706,-0.05244,-0.097699,-0.433617,-0.063299,-0.037426,-0.213766,-0.022268,-0.070708,-0.243199,-0.063792,-0.068213,-0.167187,-0.075363,-0.057838,-0.102834,-0.0728,0.001035,-0.208746,-0.029478,-0.036748,-0.218807,-0.064335,-0.035368,-0.142191,-0.061302,-0.025972,-0.083804,-0.049702,0.039353,-0.195195,-0.038894,0.003681,-0.210505,-0.063825,-0.005744,-0.152957,-0.061127,-0.000644,-0.106194,-0.052176,L
0.0,0.0,-0.0,-0.072765,-0.036603,-0.017358,-0.133966,-0.103802,-0.030288,-0.180818,-0.138501,-0.046218,-0.225641,-0.136966,-0.064377,-0.075304,-0.208618,-0.017246,-0.08916,-0.314467,-0.038866,-0.094719,-0.379911,-0.052955,-0.095799,-0.433415,-0.063937,-0.036916,-0.212792,-0.021967,-0.069168,-0.243275,-0.064255,-0.067402,-0.166939,-0.076006,-0.057477,-0.103008,-0.073278,0.001117,-0.208276,-0.028989,-0.035958,-0.219664,-0.06434,-0.035266,-0.142918,-0.061399,-0.026265,-0.085003,-0.049524,0.038754,-0.195599,-0.03828,0.004129,-0.213109,-0.062849,-0.005165,-0.156976,-0.060003,0.00038,-0.111906,-0.050926,L
0.0,0.0,-0.0,-0.072357,-0.035712,-0.016464,-0.133226,-0.102551,-0.029203,-0.180375,-0.136995,-0.045303,-0.224975,-0.137091,-0.063855,-0.074898,-0.209194,-0.015818,-0.088588,-0.314386,-0.036283,-0.09419,-0.378633,-0.049887,-0.095457,-0.430972,-0.060725,-0.036595,-0.212724,-0.021098,-0.068725,-0.24144,-0.062238,-0.066297,-0.166215,-0.074243,-0.056443,-0.1027,-0.07225,0.001574,-0.207054,-0.028551,-0.035375,-0.217486,-0.062663,-0.034504,-0.141221,-0.059827,-0.026004,-0.083114,-0.048702,0.039493,-0.193141,-0.038269,0.004523,-0.208702,-0.062105,-0.00528,-0.152038,-0.059173,-0.00069,-0.105945,-0.050404,L
0.0,0.0,-0.0,-0.072334,-0.035624,-0.016635,-0.133318,-0.103618,-0.028765,-0.179908,-0.139532,-0.043961,-0.224218,-0.139507,-0.061303,-0.074177,-0.208301,-0.015881,-0.088052,-0.313955,-0.036809,-0.094143,-0.379187,-0.050318,-0.095819,-0.43204,-0.060836,-0.036094,-0.212061,-0.020618,-0.067951,-0.241997,-0.062196,-0.066174,-0.165865,-0.073684,-0.056061,-0.102435,-0.070843,0.001761,-0.207619,-0.027611,-0.034913,-0.218464,-0.062069,-0.03448,-0.142636,-0.059028,-0.025804,-0.085594,-0.04732,0.03925,-0.195195,-0.03684,0.005361,-0.211529,-0.060586,-0.004158,-0.155922,-0.057639,0.000979,-0.111386,-0.048645,L
0.0,0.0,-0.0,-0.071379,-0.035887,-0.016736,-0.131979,-0.102378,-0.02984,-0.178789,-0.137197,-0.046194,-0.22308,-0.138784,-0.064935,-0.073278,-0.208895,-0.017259,-0.086841,-0.31485,-0.038452,-0.092161,-0.379473,-0.052369,-0.093252,-0.432042,-0.063267,-0.034789,-0.212369,-0.022395,-0.0684,-0.240485,-0.064024,-0.06642,-0.164902,-0.076116,-0.056496,-0.101773,-0.074167,0.003318,-0.206995,-0.029686,-0.034614,-0.217692,-0.064303,-0.03411,-0.140733,-0.061364,-0.025541,-0.082534,-0.05009,0.041155,-0.193486,-0.039236,0.00556,-0.208856,-0.063642,-0.004226,-0.152125,-0.060869,0.000689,-0.106494,-0.052044,L
0.0,0.0,-0.0,-0.072211,-0.03615,-0.016864,-0.132987,-0.104127,-0.029246,-0.17927,-0.138582,-0.044614,-0.223556,-0.134887,-0.062201,-0.073097,-0.207155,-0.01617,-0.087273,-0.311494,-0.036841,-0.093279,-0.375694,-0.049945,-0.09509,-0.427743,-0.060234,-0.035423,-0.211401,-0.021071,-0.069473,-0.242063,-0.063054,-0.067409,-0.166535,-0.074227,-0.056896,-0.102605,-0.070871,0.001639,-0.207044,-0.028271,-0.036686,-0.217329,-0.063574,-0.03591,-0.141251,-0.060475,-0.026762,-0.084376,-0.048337,0.038451,-0.194252,-0.03767,0.003088,-0.209762,-0.062064,-0.005682,-0.154061,-0.059294,0.000307,-0.110001,-0.050294,L
0.0,0.0,0.0,0.11874,0.040685,-0.034958,0.186451,0.104017,-0.088335,0.193493,0.169804,-0.139848,0.162252,0.184918,-0.188686,0.163812,-0.007849,-0.129979,0.15767,0.203166,-0.172569,0.135931,0.230253,-0.17649,0.120883,0.186962,-0.175835,0.076288,-0.020973,-0.1422,0.075971,0.223444,-0.174769,0.059952,0.224956,-0.146569,0.057386,0.175547,-0.129798,-0.000225,-0.007225,-0.154554,0.000271,0.207422,-0.171313,0.007397,0.208879,-0.126875,0.016785,0.166694,-0.101542,-0.065898,0.014504,-0.172815,-0.065952,0.179596,-0.177334,-0.043829,0.186414,-0.149862,-0.029735,0.15214,-0.134109,M
0.0,0.0,0.0,0.12287,0.037556,-0.038867,0.195292,0.098971,-0.094796,0.203765,0.164394,-0.147945,0.169741,0.182442,-0.198114,0.175548,-0.012502,-0.137885,0.168272,0.206181,-0.183148,0.14482,0.229404,-0.18759,0.129381,0.183468,-0.187475,0.087071,-0.026844,-0.14899,0.08638,0.223976,-0.184822,0.068299,0.221175,-0.157611,0.065776,0.169597,-0.141657,0.008874,-0.012741,-0.160392,0.009193,0.20732,-0.179872,0.014692,0.203208,-0.136874,0.024364,0.158009,-0.112511,-0.058186,0.009602,-0.177922,-0.057267,0.176883,-0.183554,-0.036438,0.177971,-0.157309,-0.023017,0.139304,-0.142811,M
0.0,0.0,1e-06,0.116015,0.039133,-0.035969,0.184182,0.107951,-0.091544,0.189578,0.178317,-0.144352,0.155953,0.197722,-0.19474,0.154873,0.001277,-0.141424,0.150844,0.217408,-0.187785,0.132115,0.241981,-0.192691,0.117895,0.197461,-0.191869,0.064873,-0.013458,-0.154209,0.07062,0.236676,-0.190971,0.058796,0.234339,-0.1608,0.056137,0.183181,-0.141465,-0.012437,-0.000158,-0.166723,-0.006227,0.219828,-0.185437,0.005037,0.215365,-0.13553,0.015095,0.169694,-0.105399,-0.078019,0.021997,-0.18543,-0.072602,0.189995,-0.190718,-0.0473,0.193231,-0.159521,-0.032922,0.155937,-0.140287,M
0.0,0.0,1e-06,0.115485,0.038279,-0.034108,0.184771,0.10775,-0.088918,0.192295,0.180199,-0.141432,0.160063,0.199666,-0.191613,0.158251,-0.001306,-0.140391,0.156323,0.21785,-0.185596,0.136494,0.242932,-0.188942,0.120859,0.199016,-0.187022,0.067997,-0.016398,-0.154203,0.075069,0.23712,-0.189835,0.062671,0.234183,-0.158106,0.059915,0.18217,-0.137635,-0.009626,-0.002515,-0.167537,-0.002393,0.219839,-0.18511,0.008518,0.214776,-0.13329,0.018453,0.16823,-0.102012,-0.07539,0.020505,-0.187015,-0.069442,0.190156,-0.191787,-0.0446,0.193005,-0.159422,-0.030274,0.155452,-0.139199,M
0.0,0.0,0.0,0.115267,0.037739,-0.037014,0.18504,0.104213,-0.091772,0.19166,0.169382,-0.143615,0.157021,0.187201,-0.19266,0.157165,8.9e-05,-0.138086,0.152152,0.221964,-0.184049,0.132631,0.242734,-0.190462,0.118469,0.192591,-0.191761,0.066833,-0.014309,-0.150438,0.072722,0.23946,-0.18873,0.059138,0.23254,-0.163006,0.055318,0.176731,-0.147921,-0.010853,-0.000421,-0.162505,-0.004982,0.223101,-0.181911,0.003239,0.213066,-0.136614,0.012141,0.162323,-0.110947,-0.076819,0.021349,-0.180719,-0.072113,0.191254,-0.185618,-0.050632,0.188043,-0.156556,-0.038026,0.144634,-0.140418,M
0.0,0.0,0.0,0.115003,0.037941,-0.033305,0.183781,0.103432,-0.086715,0.19213,0.171307,-0.138149,0.164616,0.188361,-0.186536,0.16011,0.000626,-0.134578,0.159186,0.212744,-0.179865,0.138189,0.244346,-0.184103,0.121513,0.200224,-0.182536,0.072616,-0.016045,-0.147979,0.076266,0.235387,-0.184371,0.061005,0.236541,-0.154558,0.057092,0.182573,-0.135119,-0.004748,-0.003934,-0.161215,-0.000958,0.220323,-0.181478,0.006379,0.219886,-0.133875,0.015236,0.173707,-0.104898,-0.072121,0.017282,-0.179934,-0.067604,0.190695,-0.187217,-0.045661,0.195677,-0.157384,-0.032292,0.158309,-0.138807,M
0.0,0.0,1e-06,0.12184,0.037618,-0.034038,0.192152,0.101756,-0.08844,0.20185,0.171691,-0.140853,0.171547,0.190497,-0.19012,0.173992,-0.004366,-0.131787,0.170083,0.203582,-0.17308,0.146272,0.240672,-0.174055,0.128079,0.202476,-0.170709,0.086818,-0.017741,-0.143877,0.086203,0.229106,-0.175291,0.067108,0.236541,-0.144736,0.064302,0.188202,-0.125775,0.009466,-0.003848,-0.155697,0.009809,0.215969,-0.172414,0.014337,0.220834,-0.127088,0.022163,0.177634,-0.100678,-0.057717,0.017318,-0.172918,-0.055939,0.186633,-0.177454,-0.035909,0.195782,-0.148937,-0.023079,0.162119,-0.131942,M
0.0,0.0,1e-06,0.118552,0.042091,-0.030006,0.190658,0.113195,-0.079908,0.198947,0.186105,-0.127257,0.159135,0.196909,-0.17137,0.155755,-0.001152,-0.133417,0.152445,0.205519,-0.173835,0.129748,0.244432,-0.171886,0.113617,0.206282,-0.165587,0.069205,-0.015354,-0.145695,0.070625,0.23257,-0.178649,0.055946,0.243354,-0.144391,0.052899,0.193873,-0.120504,-0.006651,-0.00217,-0.15681,-0.004374,0.218757,-0.173884,0.003813,0.226077,-0.123266,0.01099,0.18352,-0.090807,-0.072633,0.018742,-0.172952,-0.068801,0.190097,-0.178151,-0.044413,0.205568,-0.147291,-0.030543,0.17674,-0.126694,M
